,Name,Subcategory,Category,Type,IsSoftware,Counts,Green Enhanced Skills,Green Increased Demand,Green New and Emerging
12005,Natural Language Processing,Natural Language Processing (NLP),Analysis,Specialized Skill,False,708,30,153,217
12006,Natural Language Programming,Natural Language Processing (NLP),Analysis,Specialized Skill,False,2,0,1,0
12007,Natural Language Toolkits,Natural Language Processing (NLP),Analysis,Specialized Skill,False,1,0,0,0
12008,Natural Language Understanding,Natural Language Processing (NLP),Analysis,Specialized Skill,False,25,1,8,6
12009,Natural Process Variation,Statistics,Analysis,Specialized Skill,False,36,11,8,9
12010,Natural Product Chemistry,Chemistry,Science and Research,Specialized Skill,False,2,0,1,0
12011,Natural Resource Management,Environment and Resource Management,Environment,Specialized Skill,False,10,1,3,0
12012,Natural Rubber,,,Specialized Skill,False,1,0,0,0
12013,Natural Sciences,General Science and Research,Science and Research,Common Skill,False,179,18,44,25
12014,Natural Sounds,Media Production,Media and Communications,Specialized Skill,False,1,0,1,0
12015,Naturalistic Observation,,,Specialized Skill,False,2,0,0,0
12016,Nature Photography,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,4,0,0,0
12017,Nautical Charts,Marine and Naval Engineering,Engineering,Specialized Skill,False,2,0,2,0
12018,Naval Architecture,Marine and Naval Engineering,Engineering,Specialized Skill,False,136,33,12,73
12019,Navigational Aid,Transportation Operations,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,7,3,1,1
12020,Navigational Charts,Surveying and Cartography,Engineering,Specialized Skill,False,6,0,3,0
12021,Navigational Instruments,"Engineering, Scientific, and Technical Instruments",Engineering,Specialized Skill,False,17,6,7,3
12022,Navisworks (BIM Software),Drafting and Engineering Design,Engineering,Specialized Skill,True,331,95,18,34
12023,Navitaire,,,Specialized Skill,False,1,0,0,0
12024,Near Field Communication,Wireless Technologies,Information Technology,Specialized Skill,False,24,4,11,3
12025,Near-Infrared Spectroscopy,Medical Imaging,Health Care,Specialized Skill,False,7,1,2,3
12026,Nearshoring,Business Operations,Business,Specialized Skill,False,92,15,15,31
12027,Nebulizer,Medical Equipment and Technology,Health Care,Specialized Skill,False,133,13,22,6
12028,Needle Aspiration,General Medical Tests and Procedures,Health Care,Specialized Skill,False,17,0,1,2
12029,Needle Localization,Oncology,Health Care,Specialized Skill,False,1,0,0,0
12030,Needs Assessment,Critical Thinking and Problem Solving,Physical and Inherent Abilities,Common Skill,False,1230,147,68,125
12031,Needs Based Selling,Specialized Sales,Sales,Specialized Skill,False,6,0,0,0
12032,Negative Feedback,Process Improvement and Optimization,Business,Specialized Skill,False,63,7,11,4
12033,Negative Pressure Room,Emergency and Intensive Care,Health Care,Specialized Skill,False,2,0,0,0
12034,Negative Space,Creative Design,Design,Specialized Skill,False,1,0,0,0
12035,Negligence,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,13,1,1,0
12036,Negotiation,General Sales Practices,Sales,Common Skill,False,23230,5137,1046,3665
12037,Negotiation Strategies,Business Strategy,Business,Specialized Skill,False,298,84,7,67
12038,Negotiation Training,Employee Training,Human Resources,Specialized Skill,False,13,5,2,2
12039,Neighborhood Planning,Urban and Regional Planning,"Economics, Policy, and Social Studies",Specialized Skill,False,3,1,0,0
12040,Neo4j,Databases,Information Technology,Specialized Skill,True,141,11,61,46
12041,NeoLane,Online Advertising,Marketing and Public Relations,Specialized Skill,False,1,0,0,0
12042,NeoLoad,Test Automation,Information Technology,Specialized Skill,False,29,2,7,11
12043,Neonatal Care,Pediatrics,Health Care,Specialized Skill,False,79,1,0,3
12044,Neonatal Intensive Care Unit,Emergency and Intensive Care,Health Care,Specialized Skill,False,415,6,14,5
12045,Neonatal Nurse Practitioner,,,Certification,False,72,0,0,0
12046,Neonatal Nursing,Nursing and Patient Care,Health Care,Specialized Skill,False,37,0,0,0
12047,Neonatal Resuscitation Program Certification (NRP),Pediatrics,Health Care,Certification,False,31,1,0,3
12048,Neonatology,Pediatrics,Health Care,Specialized Skill,False,80,1,1,0
12049,Neoplasm,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,8,0,2,0
12050,Nepali (Language),Language Competency,Media and Communications,Specialized Skill,False,17,1,0,2
12051,Nephrectomy,Nephrology,Health Care,Specialized Skill,False,7,0,0,0
12052,Nephrology,Nephrology,Health Care,Specialized Skill,False,153,7,4,7
12053,Nephrology Nurses Certification Commission,,,Certification,False,2,0,0,1
12054,Nephrology Nursing,Nursing and Patient Care,Health Care,Specialized Skill,False,75,1,1,0
12055,Nephrostomy,Nephrology,Health Care,Specialized Skill,False,7,0,0,0
12056,Nerve Block,Neurology,Health Care,Specialized Skill,False,8,1,0,0
12057,Nerve Conduction Studies,Neurology,Health Care,Specialized Skill,False,12,0,4,0
12058,Nessus,Malware Protection,Information Technology,Specialized Skill,True,101,6,7,22
12059,Nested Queries,Software Development,Information Technology,Specialized Skill,False,3,0,1,1
12060,Net Asset Value,Financial Accounting,Finance,Specialized Skill,False,45,1,2,2
12061,Net Health Optima,Health Information Management and Medical Records,Health Care,Specialized Skill,True,1,0,0,0
12062,Net Interest Income,General Accounting,Finance,Specialized Skill,False,3,3,0,0
12063,Net Interest Margin,Financial Accounting,Finance,Specialized Skill,False,2,0,0,0
12064,Net Present Value,Cash Management,Finance,Specialized Skill,False,19,7,0,4
12065,Net Promoter Score,Brand Management,Marketing and Public Relations,Specialized Skill,False,166,22,16,19
12066,Net Stable Funding Ratio (NSFR),Financial Regulation,Finance,Specialized Skill,False,4,0,0,0
12067,Net Zero,Air Quality and Emissions,Environment,Specialized Skill,False,740,119,67,168
12068,NetApp Applications,Cloud Solutions,Information Technology,Specialized Skill,True,321,68,46,141
12069,NetApp Flexpod,,,Specialized Skill,True,1,1,0,0
12070,NetBIOS,Application Programming Interface (API),Information Technology,Specialized Skill,True,2,0,2,0
12071,NetBackup,Backup Software,Information Technology,Specialized Skill,True,73,9,18,32
12072,NetBase Quid,,,Specialized Skill,True,21,2,0,17
12073,NetBeans,Integrated Development Environments (IDEs),Information Technology,Specialized Skill,True,32,0,27,0
12074,NetCracker Technology Corp.,Business Solutions,Business,Specialized Skill,False,4,0,0,2
12075,NetFlow,Network Security,Information Technology,Specialized Skill,True,57,1,0,38
12076,NetIQ,Identity and Access Management,Information Technology,Specialized Skill,True,20,3,8,5
12077,NetIQ Access Manager,Identity and Access Management,Information Technology,Specialized Skill,False,4,1,2,0
12078,NetIQ EDirectory,Identity and Access Management,Information Technology,Specialized Skill,True,7,2,3,1
12079,NetIQ Identity Manager,Identity and Access Management,Information Technology,Specialized Skill,False,5,1,3,0
12080,NetScreen,Network Security,Information Technology,Specialized Skill,False,2,0,0,0
12081,NetSuite Financials,Accounting and Finance Software,Finance,Specialized Skill,True,13,1,0,1
12082,NetSuite OneWorld,Business Operations,Business,Specialized Skill,True,4,0,1,0
12083,NetWare,Operating Systems,Information Technology,Specialized Skill,True,1,0,0,0
12084,Netbook,Computer Hardware,Information Technology,Specialized Skill,False,6,0,3,0
12085,Netcat,Software Development Tools,Information Technology,Specialized Skill,True,2,0,1,1
12086,Netconf,Network Protocols,Information Technology,Specialized Skill,True,3,0,2,1
12087,Netezza,Data Science,Analysis,Specialized Skill,True,35,0,6,24
12088,Netfilter,Networking Software,Information Technology,Specialized Skill,False,1,0,0,1
12089,Netflix Eureka,Middleware,Information Technology,Specialized Skill,True,1,0,1,0
12090,Netlist,Electrical and Computer Engineering,Engineering,Specialized Skill,False,1,0,1,0
12091,Netscaler,Software Development Tools,Information Technology,Specialized Skill,False,140,18,21,82
12092,Netskope,Cybersecurity,Information Technology,Specialized Skill,False,10,1,0,1
12093,Netstat,Systems Administration,Information Technology,Specialized Skill,True,3,1,0,2
12094,Netsuite,Business Operations,Business,Specialized Skill,True,184,23,14,46
12095,Netty,Servers,Information Technology,Specialized Skill,True,8,0,6,1
12096,Network Access Control,Identity and Access Management,Information Technology,Specialized Skill,False,100,7,3,40
12097,Network Access Servers,Servers,Information Technology,Specialized Skill,False,3,0,1,2
12098,Network Adapters,Networking Hardware,Information Technology,Specialized Skill,False,4,0,2,1
12099,Network Address,General Networking,Information Technology,Specialized Skill,False,1,0,0,1
12100,Network Address Translation,General Networking,Information Technology,Specialized Skill,False,61,6,5,40
12101,Network Administration,Systems Administration,Information Technology,Specialized Skill,False,479,20,39,226
12102,Network Admission Control,Network Security,Information Technology,Specialized Skill,False,2,0,0,1
12103,Network Analysis,General Networking,Information Technology,Specialized Skill,False,260,14,25,125
12104,Network Analysis Module,Systems Administration,Information Technology,Specialized Skill,False,8,1,1,2
12105,Network Appliances,General Networking,Information Technology,Specialized Skill,False,28,2,2,12
12106,Network Architecture,General Networking,Information Technology,Specialized Skill,False,475,36,28,318
12107,Network Attached Storage (Server Appliance),Data Storage,Information Technology,Specialized Skill,False,72,5,4,20
12108,Network Automation,IT Automation,Information Technology,Specialized Skill,False,99,4,25,54
12109,Network Based Application Recognition (NBAR) - Cisco,Networking Software,Information Technology,Specialized Skill,False,1,0,0,1
12110,Network Booting,,,Specialized Skill,False,2,0,1,0
12111,Network Bridges,Networking Hardware,Information Technology,Specialized Skill,False,2,1,0,1
12112,Network Communications,General Networking,Information Technology,Specialized Skill,False,164,17,49,59
12113,Network Configuration And Change Management,Configuration Management,Information Technology,Specialized Skill,False,193,11,29,83
12114,Network Congestion,General Networking,Information Technology,Specialized Skill,False,3,0,2,0
12115,Network Connections,General Networking,Information Technology,Specialized Skill,False,79,11,8,39
12116,Network Control,General Networking,Information Technology,Specialized Skill,False,78,9,6,37
12117,Network Data Management Protocol,Backup Software,Information Technology,Specialized Skill,False,1,1,0,0
12118,Network Diagnostics,Network Security,Information Technology,Specialized Skill,False,56,0,9,30
12119,Network Diagrams,General Networking,Information Technology,Specialized Skill,False,76,5,5,36
12120,Network Discovery,General Networking,Information Technology,Specialized Skill,False,3,0,0,3
12121,Network Element,General Networking,Information Technology,Specialized Skill,False,12,0,0,10
12122,Network Encryption,Network Security,Information Technology,Specialized Skill,False,1,0,0,0
12123,Network Engineering,General Networking,Information Technology,Specialized Skill,False,1709,65,79,1336
12124,Network File Systems,Distributed Computing,Information Technology,Specialized Skill,True,106,10,33,40
12125,Network Flow,Network Security,Information Technology,Specialized Skill,False,4,0,0,1
12126,Network Forensics,Criminal Investigation and Forensics,"Law, Regulation, and Compliance",Specialized Skill,False,33,0,2,13
12127,Network Functions Virtualization,Virtualization and Virtual Machines,Information Technology,Specialized Skill,False,119,14,16,54
12128,Network Information Systems,General Networking,Information Technology,Specialized Skill,False,5,0,2,3
12129,Network Infrastructure,General Networking,Information Technology,Specialized Skill,False,1364,141,129,617
12130,Network Installation Services,Telecommunications Equipment and Installation,"Maintenance, Repair, and Facility Services",Specialized Skill,True,85,5,12,39
12131,Network Intelligence,Intelligence Collection and Analysis,Public Safety and National Security,Specialized Skill,False,5,1,0,1
12132,Network Interface,General Networking,Information Technology,Specialized Skill,False,17,3,11,2
12133,Network Interface Controllers,Networking Hardware,Information Technology,Specialized Skill,False,393,15,33,13
12134,Network Interface Device,Networking Hardware,Information Technology,Specialized Skill,False,73,3,4,5
12135,Network Intrusion Detection And Prevention,Network Security,Information Technology,Specialized Skill,True,37,0,1,9
12136,Network Layer,General Networking,Information Technology,Specialized Skill,False,160,16,18,93
12137,Network Load Balancing,Distributed Computing,Information Technology,Specialized Skill,False,38,4,10,15
12138,Network Management,Systems Administration,Information Technology,Specialized Skill,False,157,12,8,95
12139,Network Management System,General Networking,Information Technology,Specialized Skill,True,181,16,16,30
12140,Network Mapping,General Networking,Information Technology,Specialized Skill,False,18,1,1,4
12141,Network Migration,Systems Administration,Information Technology,Specialized Skill,False,23,3,2,15
12142,Network Model,General Networking,Information Technology,Specialized Skill,False,18,2,5,4
12143,Network Monitoring,General Networking,Information Technology,Specialized Skill,False,356,22,44,187
12144,Network News Transfer Protocol,Network Protocols,Information Technology,Specialized Skill,False,1,0,0,0
12145,Network On A Chip,Networking Hardware,Information Technology,Specialized Skill,False,2,0,1,1
12146,Network Operating System (NOS),Operating Systems,Information Technology,Specialized Skill,True,61,8,7,22
12147,Network Packet,General Networking,Information Technology,Specialized Skill,False,27,1,1,12
12148,Network Performance Management,General Networking,Information Technology,Specialized Skill,False,260,29,29,133
12149,Network Planning And Design,General Networking,Information Technology,Specialized Skill,False,649,83,47,393
12150,Network Printers,Computer Hardware,Information Technology,Specialized Skill,False,54,2,5,9
12151,Network Processor,Networking Hardware,Information Technology,Specialized Skill,False,10,3,0,2
12152,Network Programming,Software Development,Information Technology,Specialized Skill,False,60,3,53,2
12153,Network Protocol Analysis,Network Protocols,Information Technology,Specialized Skill,False,3,0,0,0
12154,Network Protocols,Network Protocols,Information Technology,Specialized Skill,False,698,39,216,225
12155,Network Provisioning,General Networking,Information Technology,Specialized Skill,False,18,3,5,6
12156,Network Quality Of Service (QoS),Telecommunications,Information Technology,Specialized Skill,False,813,104,79,243
12157,Network Resource Management,General Networking,Information Technology,Specialized Skill,False,1,0,0,0
12158,Network Routing,General Networking,Information Technology,Specialized Skill,False,2244,279,309,1044
12159,Network Science,Computer Science,Information Technology,Specialized Skill,False,10,1,1,0
12160,Network Security,Network Security,Information Technology,Specialized Skill,False,1299,90,110,455
12161,Network Security Administrator,Network Security,Information Technology,Specialized Skill,False,3,1,1,0
12162,Network Security Certification,,,Certification,False,3,1,0,0
12163,Network Security Design,System Design and Implementation,Information Technology,Specialized Skill,False,12,1,1,9
12164,Network Security Policy,Network Security,Information Technology,Specialized Skill,False,3,0,0,1
12165,Network Security Services,Network Security,Information Technology,Specialized Skill,True,9,0,0,3
12166,Network Security Specialist,,,Certification,False,8,0,0,0
12167,Network Segmentation,General Networking,Information Technology,Specialized Skill,False,47,2,3,23
12168,Network Service,General Networking,Information Technology,Specialized Skill,True,110,8,4,56
12169,Network Simulation,Software Quality Assurance,Information Technology,Specialized Skill,False,6,0,3,1
12170,Network Sockets,General Networking,Information Technology,Specialized Skill,False,68,9,49,3
12171,Network Storage,Data Storage,Information Technology,Specialized Skill,False,95,14,16,37
12172,Network Support,Technical Support and Services,Information Technology,Specialized Skill,False,597,45,27,311
12173,Network Switches,Networking Hardware,Information Technology,Specialized Skill,False,2548,319,284,1012
12174,Network Switching SubSystems,Wireless Technologies,Information Technology,Specialized Skill,False,2,0,1,0
12175,Network Testing,General Networking,Information Technology,Specialized Skill,False,55,4,20,19
12176,Network Theory,Computer Science,Information Technology,Specialized Skill,False,4,0,1,1
12177,Network Time Protocols,Network Protocols,Information Technology,Specialized Skill,False,254,13,24,42
12178,Network Topology,General Networking,Information Technology,Specialized Skill,False,180,19,28,66
12179,Network Traffic Analysis,Network Security,Information Technology,Specialized Skill,False,22,0,3,8
12180,Network Traffic Management,General Networking,Information Technology,Specialized Skill,False,90,17,7,38
12181,Network Troubleshooting,General Networking,Information Technology,Specialized Skill,False,551,33,63,206
12182,Network Utilities,General Networking,Information Technology,Specialized Skill,True,3,0,1,2
12183,Network Video Recorder,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,14,3,2,3
12184,Network Virtualization,Virtualization and Virtual Machines,Information Technology,Specialized Skill,False,74,6,9,38
12185,Networking Basics,General Networking,Information Technology,Specialized Skill,False,21,1,2,8
12186,Networking Cables,Networking Hardware,Information Technology,Specialized Skill,False,135,8,19,48
12187,Networking Hardware,Networking Hardware,Information Technology,Specialized Skill,False,843,71,74,363
12188,Neural Engineering,Chemical and Biomedical Engineering,Engineering,Specialized Skill,False,2,1,0,0
12189,Neuro-Linguistic Programming,,,Specialized Skill,False,4,0,2,0
12190,Neurobiology,Neuroscience,Science and Research,Specialized Skill,False,29,3,13,1
12191,Neurodegeneration,Neurology,Health Care,Specialized Skill,False,2,0,1,0
12192,Neurogenesis,Neuroscience,Science and Research,Specialized Skill,False,2,1,1,0
12193,Neuroimaging,Medical Imaging,Health Care,Specialized Skill,False,38,4,9,1
12194,Neuroimmunology,Neurology,Health Care,Specialized Skill,False,8,2,4,0
12195,Neurointensive Care,Emergency and Intensive Care,Health Care,Specialized Skill,False,30,1,1,0
12196,Neurological Assessment,Neurology,Health Care,Specialized Skill,False,25,0,1,0
12197,Neurological Disorders,Neurology,Health Care,Specialized Skill,False,80,1,6,0
12198,Neurology,Neurology,Health Care,Specialized Skill,False,1898,56,69,28
12199,Neuromuscular Electrical Stimulation (NMES),,,Specialized Skill,False,2,0,0,0
12200,Neuromuscular System And Disorders,Orthopedics,Health Care,Specialized Skill,False,88,0,7,2
12201,Neurons,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,1,0,0,0
12202,Neuropathy,Neurology,Health Care,Specialized Skill,False,12,0,1,0
12203,Neuropharmacology,Pharmacy,Health Care,Specialized Skill,False,6,1,2,0
12204,Neurophysiology,Neurology,Health Care,Specialized Skill,False,1,1,0,0
12205,Neuropsychiatry,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,47,0,0,0
12206,Neuropsychological Assessments,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,33,0,0,0
12207,Neuropsychological Tests,Neurology,Health Care,Specialized Skill,False,45,1,0,0
12208,Neuropsychology,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,31,0,1,0
12209,Neuroradiology,Medical Imaging,Health Care,Specialized Skill,False,47,2,1,0
12210,Neuroscience,Neuroscience,Science and Research,Specialized Skill,False,169,16,36,8
12211,Neuroscience Nursing,Nursing and Patient Care,Health Care,Specialized Skill,False,38,0,1,0
12212,Neurosurgery,Neurology,Health Care,Specialized Skill,False,381,10,19,5
12213,Neurotoxin,Neurology,Health Care,Specialized Skill,False,1,0,1,0
12214,Neurotrauma,Neurology,Health Care,Specialized Skill,False,1057,12,14,6
12215,Neutral Build,Software Development,Information Technology,Specialized Skill,False,2,0,2,0
12216,Neutralization,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,1,0,0,0
12217,Neutrophils,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,3,0,1,0
12218,New Business Development,Sales Management,Sales,Specialized Skill,False,2099,713,55,202
12219,New Hire Orientations,Employee Training,Human Resources,Specialized Skill,False,17,0,2,1
12220,New Product Development,Product Development,Manufacturing and Production,Specialized Skill,False,16137,4016,2659,3445
12221,New Product Information,"Company, Product, and Service Knowledge",Sales,Specialized Skill,False,42,9,10,10
12222,New Relic (SaaS),Software Quality Assurance,Information Technology,Specialized Skill,True,243,15,125,57
12223,New-Construction Building Commissioning,Construction Inspection,Architecture and Construction,Specialized Skill,False,22,12,0,5
12224,Newborn Screening,Pediatrics,Health Care,Specialized Skill,False,36,0,3,3
12225,Newlib,,,Specialized Skill,True,5,0,0,5
12226,News Analysis,Journalism,Media and Communications,Specialized Skill,False,18,12,1,0
12227,News Anchoring,Journalism,Media and Communications,Specialized Skill,False,4,3,0,0
12228,News Brief,,,Specialized Skill,False,1,0,0,0
12229,News Coverage,Journalism,Media and Communications,Specialized Skill,False,81,49,2,6
12230,News Editing,Journalism,Media and Communications,Specialized Skill,False,60,49,0,2
12231,News Reporting,Journalism,Media and Communications,Specialized Skill,False,11,8,0,1
12232,News Stories,Journalism,Media and Communications,Specialized Skill,False,389,169,7,57
12233,News Writing,Journalism,Media and Communications,Specialized Skill,False,15,11,0,0
12234,Newsletters,Public Relations,Marketing and Public Relations,Specialized Skill,False,3720,701,241,824
12235,Nexpose (Vulnerability Scanning Software),Malware Protection,Information Technology,Specialized Skill,True,4,0,1,0
12236,Next Unit Of Computing (NUC),Computer Hardware,Information Technology,Specialized Skill,False,20,7,1,2
12237,Next-Generation Networks,General Networking,Information Technology,Specialized Skill,False,45,7,5,12
12238,Next-Generation Sequencing,Genetics,Science and Research,Specialized Skill,False,169,13,81,38
12239,Next.js,JavaScript and jQuery,Information Technology,Specialized Skill,False,210,9,100,14
12240,NextGen Enterprise Practice Management,Medical Billing and Coding,Health Care,Specialized Skill,False,327,59,31,78
12241,Nexus 5,,,Specialized Skill,False,5,0,1,3
12242,Nfpa 72,"Fire Prevention, Safety, and Control",Public Safety and National Security,Specialized Skill,False,2,1,0,1
12243,Ng Controller,,,Specialized Skill,True,1,1,0,0
12244,NgRx (Framework),Software Development Tools,Information Technology,Specialized Skill,True,77,2,37,3
12245,NgRx Store,Software Development Tools,Information Technology,Specialized Skill,True,1,0,0,0
12246,Nginx,Servers,Information Technology,Specialized Skill,True,388,16,206,60
12247,Niche Markets,Business Strategy,Business,Specialized Skill,False,105,22,12,11
12248,Nightly Build,Software Development,Information Technology,Specialized Skill,False,4,0,0,1
12249,Nightwatch.js,Software Quality Assurance,Information Technology,Specialized Skill,True,4,0,1,1
12250,Nikto Web Scanner,Cybersecurity,Information Technology,Specialized Skill,False,2,0,0,1
12251,Ninject,Software Development Tools,Information Technology,Specialized Skill,True,18,0,16,2
12252,Nintex Workflow,Business Solutions,Business,Specialized Skill,True,15,2,7,4
12253,Nitriding,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,1,1,0,0
12254,Nitrogen Phosphorus Detector,Chemistry,Science and Research,Specialized Skill,False,3,1,1,0
12255,Nitrogen Washout,,,Specialized Skill,False,2,0,0,0
12256,Nmap,Network Security,Information Technology,Specialized Skill,True,29,0,1,7
12257,NoSQL,Databases,Information Technology,Specialized Skill,True,2433,88,1422,608
12258,Nodal Analysis,Circuitry,Engineering,Specialized Skill,False,1,0,0,1
12259,Node B Application Part (NBAP),,,Specialized Skill,False,1,0,0,1
12260,Node Package Manager,Software Development Tools,Information Technology,Specialized Skill,True,7,0,4,2
12261,Node-RED,JavaScript and jQuery,Information Technology,Specialized Skill,True,6,0,4,2
12262,Node.js,JavaScript and jQuery,Information Technology,Specialized Skill,True,5661,266,3377,518
12263,Nodemon,,,Specialized Skill,True,6,1,4,0
12264,Nodes (Networking),General Networking,Information Technology,Specialized Skill,False,171,15,42,52
12265,Nodeunit,,,Specialized Skill,True,1,0,0,0
12266,Noise Control,,,Specialized Skill,False,36,9,3,13
12267,Noise Figure,Signal Processing,Engineering,Specialized Skill,False,3,0,1,2
12268,Noise Reduction,Signal Processing,Engineering,Specialized Skill,False,10,2,2,5
12269,Noise Vibration And Harshness (Automotive),Mechanical Engineering,Engineering,Specialized Skill,False,56,29,4,15
12270,Nominal Pipe Size,,,Specialized Skill,False,2,1,1,0
12271,Non-Classical Analysis,Data Analysis,Analysis,Specialized Skill,False,3,2,1,0
12272,Non-Destructive Testing (NDT),Materials Science and Engineering,Engineering,Specialized Skill,False,334,46,35,158
12273,Non-Directional Beacon,,,Specialized Skill,False,3,0,0,2
12274,Non-Disclosure Agreement (Intellectual Property Law),Property Law,"Law, Regulation, and Compliance",Specialized Skill,False,263,52,25,45
12275,Non-Fiction Writing,Writing and Editing,Media and Communications,Specialized Skill,False,2,1,0,0
12276,Non-Functional Testing,Software Quality Assurance,Information Technology,Specialized Skill,False,429,4,120,109
12277,Non-Fungible Tokens (NFT),Blockchain,Information Technology,Specialized Skill,True,115,16,31,23
12278,Non-Invasive Monitoring,General Medical Tests and Procedures,Health Care,Specialized Skill,False,3,0,0,0
12279,Non-Invasive Procedures,General Medical Tests and Procedures,Health Care,Specialized Skill,False,16,0,0,0
12280,Non-Linear Editing Systems,Media Production,Media and Communications,Specialized Skill,False,3,1,0,1
12281,Non-Profit Accounting,Specialized Accounting,Finance,Specialized Skill,False,2,0,0,0
12282,Non-Profit Management,Business Management,Business,Specialized Skill,False,17,0,0,13
12283,Non-Profit Marketing,Industry Specific Marketing,Marketing and Public Relations,Specialized Skill,False,1,0,0,1
12284,Non-Profit Organization,Business Management,Business,Specialized Skill,False,16,1,0,3
12285,Non-Relational Data Stores,Databases,Information Technology,Specialized Skill,False,11,0,7,4
12286,Non-Verbal Communication,Communication,Media and Communications,Common Skill,False,1190,40,32,35
12287,Non-Vessel Operating Common Carrier (NVOCC),Sea and Waterway Transportation,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2,0,1,1
12288,Noninvasive Blood Pressure Amplifier (NIBP),Medical Equipment and Technology,Health Care,Specialized Skill,False,1,0,0,0
12289,Nonlinear Programming,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,4,0,4,0
12290,Nonlinear Regression,Statistics,Analysis,Specialized Skill,False,1,0,0,1
12291,Nonparametric Statistics,Statistics,Analysis,Specialized Skill,False,4,0,0,3
12292,Nonviolent Communications,,,Specialized Skill,False,1,0,1,0
12293,North Carolina Extended Content Standards,,,Specialized Skill,False,3,0,0,1
12294,Norton Antivirus,Malware Protection,Information Technology,Specialized Skill,True,6,0,0,2
12295,Norwegian Languages,Language Competency,Media and Communications,Specialized Skill,False,153,16,23,19
12296,Nosetest,Test Automation,Information Technology,Specialized Skill,True,1,0,0,0
12297,Not-For-Profit Auditing,Auditing,"Law, Regulation, and Compliance",Specialized Skill,False,8,1,0,0
12298,Notary Services,Legal Support,"Law, Regulation, and Compliance",Specialized Skill,False,40,1,0,0
12299,Notepad++,Office and Productivity Equipment and Technology,Administration,Specialized Skill,True,2,0,2,0
12300,Notes Receivable,Specialized Accounting,Finance,Specialized Skill,False,1,0,0,0
12301,Notetaking,Administrative Support and Clerical Tasks,Administration,Specialized Skill,False,301,9,7,15
12302,Notification Services,Software Development,Information Technology,Specialized Skill,False,15,1,4,5
12303,Notification Systems,Software Development,Information Technology,Specialized Skill,False,35,3,8,8
12304,Notified Body,Product Inspection,Manufacturing and Production,Specialized Skill,False,54,8,7,20
12305,Novel Materials,"Elements, Compounds, and Materials",Science and Research,Specialized Skill,False,34,11,10,8
12306,Novell Groupwise,Collaborative Software,Information Technology,Specialized Skill,False,1,0,0,0
12307,Novell ZENworks,Systems Administration,Information Technology,Specialized Skill,True,5,0,1,2
12308,Nozzles,,,Specialized Skill,False,4,0,3,0
12309,Nslookup,Networking Software,Information Technology,Specialized Skill,True,6,1,1,4
12310,NuGet,Software Development Tools,Information Technology,Specialized Skill,True,61,5,47,5
12311,Nuchal Scan,Medical Imaging,Health Care,Specialized Skill,False,2,0,1,0
12312,Nuclear Cardiology,Nuclear Medicine,Health Care,Specialized Skill,False,4,1,1,0
12313,Nuclear Criticality Safety,Nuclear Energy,Energy and Utilities,Specialized Skill,False,2,0,0,2
12314,Nuclear Design,Nuclear Energy,Energy and Utilities,Specialized Skill,False,7,2,1,3
12315,Nuclear Deterrence,Military Technology and Weapons,Public Safety and National Security,Specialized Skill,False,2,1,0,1
12316,Nuclear Engineering,Nuclear Energy,Energy and Utilities,Specialized Skill,False,149,42,25,44
12317,Nuclear Fuel,Nuclear Energy,Energy and Utilities,Specialized Skill,False,6,2,2,0
12318,Nuclear Fuel Cycle,Nuclear Energy,Energy and Utilities,Specialized Skill,False,10,0,3,4
12319,Nuclear Instrumentation Module,Nuclear Energy,Energy and Utilities,Specialized Skill,False,4,1,2,1
12320,Nuclear Magnetic Resonance,Physics,Science and Research,Specialized Skill,False,186,21,95,8
12321,Nuclear Magnetic Resonance Spectroscopy,Physics,Science and Research,Specialized Skill,False,24,4,13,1
12322,Nuclear Medicine,Nuclear Medicine,Health Care,Specialized Skill,False,228,10,66,4
12323,Nuclear Plant Design,Nuclear Energy,Energy and Utilities,Specialized Skill,False,1,1,0,0
12324,Nuclear Power,Nuclear Energy,Energy and Utilities,Specialized Skill,False,364,83,76,106
12325,Nuclear Reactor,Nuclear Energy,Energy and Utilities,Specialized Skill,False,30,9,6,9
12326,Nuclear Safety,Nuclear Energy,Energy and Utilities,Specialized Skill,False,261,65,61,80
12327,Nuclear Technology,Nuclear Energy,Energy and Utilities,Specialized Skill,False,7,2,1,3
12328,Nuclear Weapons,Military Technology and Weapons,Public Safety and National Security,Specialized Skill,False,9,2,1,1
12329,Nucleic Acid Amplification,Chemistry,Science and Research,Specialized Skill,False,5,0,4,0
